##Databases: KEGG PATHWAY, Reactome, Gene Ontology
##Statistical test method: hypergeometric test / Fisher's exact test
##FDR correction method: Benjamini and Hochberg

#Term	Database	ID	Input number	Background number	P-Value	Corrected P-Value	Input	Hyperlink
xenobiotic metabolic process	Gene Ontology	GO:0006805	3	91	0.00218914870595	0.00967298265418	PTGS1|POR|CYP1A2	http://amigo.geneontology.org/amigo/term/GO:0006805
negative regulation of angiogenesis	Gene Ontology	GO:0016525	3	91	0.00218914870595	0.00967298265418	PPARG|EPHA2|PDE3B	http://amigo.geneontology.org/amigo/term/GO:0016525
secretory granule	Gene Ontology	GO:0030141	3	92	0.00225609992773	0.00993580431748	OXT|CTSG|PLAT	http://amigo.geneontology.org/amigo/term/GO:0030141
positive regulation of insulin receptor signaling pathway	Gene Ontology	GO:0046628	2	24	0.00228116926884	0.00996372784089	SRC|PTPN11	http://amigo.geneontology.org/amigo/term/GO:0046628
cellular protein metabolic process	Gene Ontology	GO:0044267	4	198	0.00230324791806	0.0100436712492	ADORA2A|ADORA2B|CTSG|FURIN	http://amigo.geneontology.org/amigo/term/GO:0044267
interleukin-1-mediated signaling pathway	Gene Ontology	GO:0070498	3	94	0.00239378633727	0.0103536124506	IKBKB|IL1RN|CHUK	http://amigo.geneontology.org/amigo/term/GO:0070498
establishment of skin barrier	Gene Ontology	GO:0061436	2	25	0.00245930161914	0.0105227448852	KRT1|FGFR1	http://amigo.geneontology.org/amigo/term/GO:0061436
positive regulation of cardiac muscle cell proliferation	Gene Ontology	GO:0060045	2	25	0.00245930161914	0.0105227448852	PIM1|FGFR1	http://amigo.geneontology.org/amigo/term/GO:0060045
retinoic acid metabolic process	Gene Ontology	GO:0042573	2	25	0.00245930161914	0.0105227448852	ADH1A|ALDH1A2	http://amigo.geneontology.org/amigo/term/GO:0042573
kidney development	Gene Ontology	GO:0001822	3	95	0.00246453761785	0.0105227448852	TGFBR1|RRM2B|ALDH1A2	http://amigo.geneontology.org/amigo/term/GO:0001822
integrin-mediated signaling pathway	Gene Ontology	GO:0007229	3	97	0.00260989587317	0.011040007561	SRC|PTPN11|PTK2	http://amigo.geneontology.org/amigo/term/GO:0007229
defense response to Gram-positive bacterium	Gene Ontology	GO:0050830	3	97	0.00260989587317	0.011040007561	CRP|TNF|EPHA2	http://amigo.geneontology.org/amigo/term/GO:0050830
intracellular receptor signaling pathway	Gene Ontology	GO:0030522	2	26	0.00264379128434	0.011040007561	NR1I3|PPARD	http://amigo.geneontology.org/amigo/term/GO:0030522
positive regulation of cytokine production	Gene Ontology	GO:0001819	2	26	0.00264379128434	0.011040007561	WNT3A|TNF	http://amigo.geneontology.org/amigo/term/GO:0001819
phosphatidylinositol phospholipase C activity	Gene Ontology	GO:0004435	2	26	0.00264379128434	0.011040007561	CHRM3|CHRM1	http://amigo.geneontology.org/amigo/term/GO:0004435
nucleobase-containing small molecule interconversion	Gene Ontology	GO:0015949	2	26	0.00264379128434	0.011040007561	GSR|RRM2B	http://amigo.geneontology.org/amigo/term/GO:0015949
response to electrical stimulus	Gene Ontology	GO:0051602	2	26	0.00264379128434	0.011040007561	OXT|SRC	http://amigo.geneontology.org/amigo/term/GO:0051602
drug metabolic process	Gene Ontology	GO:0017144	2	26	0.00264379128434	0.011040007561	CYP1A2|ADH1A	http://amigo.geneontology.org/amigo/term/GO:0017144
stress-activated MAPK cascade	Gene Ontology	GO:0051403	2	26	0.00264379128434	0.011040007561	IKBKB|CHUK	http://amigo.geneontology.org/amigo/term/GO:0051403
long-chain fatty acid biosynthetic process	Gene Ontology	GO:0042759	2	26	0.00264379128434	0.011040007561	CYP1A2|EPHX2	http://amigo.geneontology.org/amigo/term/GO:0042759
negative regulation of blood pressure	Gene Ontology	GO:0045776	2	27	0.0028346030318	0.0117027149104	OXT|ABAT	http://amigo.geneontology.org/amigo/term/GO:0045776
positive regulation of reactive oxygen species metabolic process	Gene Ontology	GO:2000379	2	27	0.0028346030318	0.0117027149104	TGFBR2|TP53	http://amigo.geneontology.org/amigo/term/GO:2000379
cytokine production	Gene Ontology	GO:0001816	2	27	0.0028346030318	0.0117027149104	FABP4|ITK	http://amigo.geneontology.org/amigo/term/GO:0001816
signaling receptor activity	Gene Ontology	GO:0038023	4	214	0.00302945936532	0.0123875986314	CLEC4M|CHRM3|IL18R1|KRT1	http://amigo.geneontology.org/amigo/term/GO:0038023
protein kinase C-activating G protein-coupled receptor signaling pathway	Gene Ontology	GO:0007205	2	28	0.00303170177032	0.0123875986314	ADORA2A|CHRM1	http://amigo.geneontology.org/amigo/term/GO:0007205
proteolysis involved in cellular protein catabolic process	Gene Ontology	GO:0051603	2	28	0.00303170177032	0.0123875986314	MDM2|CASP8	http://amigo.geneontology.org/amigo/term/GO:0051603
neurotransmitter transport	Gene Ontology	GO:0006836	2	28	0.00303170177032	0.0123875986314	SLC6A3|SLC6A2	http://amigo.geneontology.org/amigo/term/GO:0006836
neuronal cell body membrane	Gene Ontology	GO:0032809	2	28	0.00303170177032	0.0123875986314	SLC6A3|SLC6A2	http://amigo.geneontology.org/amigo/term/GO:0032809
digestive tract development	Gene Ontology	GO:0048565	2	29	0.00323505254972	0.0130778720095	TGFBR2|KIT	http://amigo.geneontology.org/amigo/term/GO:0048565
positive regulation of receptor signaling pathway via JAK-STAT	Gene Ontology	GO:0046427	2	29	0.00323505254972	0.0130778720095	TNF|KIT	http://amigo.geneontology.org/amigo/term/GO:0046427
neural tube development	Gene Ontology	GO:0021915	2	29	0.00323505254972	0.0130778720095	EPHA2|ALDH1A2	http://amigo.geneontology.org/amigo/term/GO:0021915
positive regulation of cytokine secretion	Gene Ontology	GO:0050715	2	29	0.00323505254972	0.0130778720095	SRC|TNF	http://amigo.geneontology.org/amigo/term/GO:0050715
cortical actin cytoskeleton organization	Gene Ontology	GO:0030866	2	29	0.00323505254972	0.0130778720095	IKBKB|TNF	http://amigo.geneontology.org/amigo/term/GO:0030866
branching involved in blood vessel morphogenesis	Gene Ontology	GO:0001569	2	29	0.00323505254972	0.0130778720095	TGFBR2|KDR	http://amigo.geneontology.org/amigo/term/GO:0001569
response to tumor necrosis factor	Gene Ontology	GO:0034612	2	30	0.00344462056026	0.0136960996865	CASP8|GGT5	http://amigo.geneontology.org/amigo/term/GO:0034612
brown fat cell differentiation	Gene Ontology	GO:0050873	2	30	0.00344462056026	0.0136960996865	ADRB2|FABP4	http://amigo.geneontology.org/amigo/term/GO:0050873
response to nicotine	Gene Ontology	GO:0035094	2	30	0.00344462056026	0.0136960996865	SLC6A3|ABAT	http://amigo.geneontology.org/amigo/term/GO:0035094
platelet-derived growth factor receptor signaling pathway	Gene Ontology	GO:0048008	2	30	0.00344462056026	0.0136960996865	PTPN11|PLAT	http://amigo.geneontology.org/amigo/term/GO:0048008
protein tyrosine kinase binding	Gene Ontology	GO:1990782	2	30	0.00344462056026	0.0136960996865	HSP90AA1|PTPN11	http://amigo.geneontology.org/amigo/term/GO:1990782
positive regulation of mitotic cell cycle	Gene Ontology	GO:0045931	2	31	0.0036603711322	0.0144032355202	MDM2|PTPN11	http://amigo.geneontology.org/amigo/term/GO:0045931
tumor necrosis factor receptor binding	Gene Ontology	GO:0005164	2	31	0.0036603711322	0.0144032355202	TNF|CASP8	http://amigo.geneontology.org/amigo/term/GO:0005164
ERBB2 signaling pathway	Gene Ontology	GO:0038128	2	31	0.0036603711322	0.0144032355202	SRC|HSP90AA1	http://amigo.geneontology.org/amigo/term/GO:0038128
negative regulation of endothelial cell proliferation	Gene Ontology	GO:0001937	2	31	0.0036603711322	0.0144032355202	TGFBR1|TNF	http://amigo.geneontology.org/amigo/term/GO:0001937
osteoclast differentiation	Gene Ontology	GO:0030316	2	31	0.0036603711322	0.0144032355202	TNF|EPHA2	http://amigo.geneontology.org/amigo/term/GO:0030316
growth factor binding	Gene Ontology	GO:0019838	2	31	0.0036603711322	0.0144032355202	TGFBR1|KDR	http://amigo.geneontology.org/amigo/term/GO:0019838
collagen-containing extracellular matrix	Gene Ontology	GO:0062023	5	370	0.0036792228894	0.0144532025315	F13A1|KRT1|PLAT|CTSG|FGFR1	http://amigo.geneontology.org/amigo/term/GO:0062023
cornification	Gene Ontology	GO:0070268	3	111	0.00377609805178	0.01479296144	KRT1|FURIN|FGFR1	http://amigo.geneontology.org/amigo/term/GO:0070268
stimulatory C-type lectin receptor signaling pathway	Gene Ontology	GO:0002223	3	112	0.00386965661737	0.0150099382208	IKBKB|SRC|CHUK	http://amigo.geneontology.org/amigo/term/GO:0002223
DNA damage checkpoint	Gene Ontology	GO:0000077	2	32	0.00388226973531	0.0150099382208	PTPN11|ATM	http://amigo.geneontology.org/amigo/term/GO:0000077
activation of protein kinase B activity	Gene Ontology	GO:0032148	2	32	0.00388226973531	0.0150099382208	SRC|ANG	http://amigo.geneontology.org/amigo/term/GO:0032148
behavioral fear response	Gene Ontology	GO:0001662	2	32	0.00388226973531	0.0150099382208	ASIC4|DPP4	http://amigo.geneontology.org/amigo/term/GO:0001662
embryonic cranial skeleton morphogenesis	Gene Ontology	GO:0048701	2	32	0.00388226973531	0.0150099382208	TGFBR2|TGFBR1	http://amigo.geneontology.org/amigo/term/GO:0048701
regulation of angiogenesis	Gene Ontology	GO:0045765	2	32	0.00388226973531	0.0150099382208	KRT1|EPHA2	http://amigo.geneontology.org/amigo/term/GO:0045765
cellular response to ionizing radiation	Gene Ontology	GO:0071479	2	32	0.00388226973531	0.0150099382208	SLC6A2|TP53	http://amigo.geneontology.org/amigo/term/GO:0071479
B cell activation	Gene Ontology	GO:0042113	2	32	0.00388226973531	0.0150099382208	ZAP70|CASP8	http://amigo.geneontology.org/amigo/term/GO:0042113
cell migration	Gene Ontology	GO:0016477	4	232	0.00401774258357	0.0155111687552	ANG|EPHA2|KDR|FGFR1	http://amigo.geneontology.org/amigo/term/GO:0016477
histone deacetylase binding	Gene Ontology	GO:0042826	3	114	0.00406099067016	0.0156438023923	HSP90AA1|TP53|WDTC1	http://amigo.geneontology.org/amigo/term/GO:0042826
apoptotic process	Gene Ontology	GO:0006915	6	546	0.00406385994476	0.0156438023923	TGFBR2|TGFBR1|ADORA2A|PIM1|CASP8|PPARD	http://amigo.geneontology.org/amigo/term/GO:0006915
skeletal system morphogenesis	Gene Ontology	GO:0048705	2	33	0.00411028197835	0.0157314389387	TGFBR1|FGFR1	http://amigo.geneontology.org/amigo/term/GO:0048705
extrinsic apoptotic signaling pathway via death domain receptors	Gene Ontology	GO:0008625	2	33	0.00411028197835	0.0157314389387	TNF|CASP8	http://amigo.geneontology.org/amigo/term/GO:0008625
response to amphetamine	Gene Ontology	GO:0001975	2	33	0.00411028197835	0.0157314389387	OXT|ADORA2A	http://amigo.geneontology.org/amigo/term/GO:0001975
regulation of gene expression	Gene Ontology	GO:0010468	4	235	0.00420126613519	0.0160105557588	TRIM11|TGFBR2|CYP1A2|TRIM17	http://amigo.geneontology.org/amigo/term/GO:0010468
nucleoplasm	Gene Ontology	GO:0005654	19	3630	0.00430114788038	0.0163677444375	TRIM11|TP53|RARG|WDTC1|PIM1|DHODH|ATM|CHUK|CASP8|NR1I3|PPARG|PPARD|RRM2B|PTPN11|ADH1A|HSP90AA1|MDM2|SCN5A|TFDP2	http://amigo.geneontology.org/amigo/term/GO:0005654
ventricular septum morphogenesis	Gene Ontology	GO:0060412	2	34	0.00434437360857	0.0163915373033	TGFBR2|TGFBR1	http://amigo.geneontology.org/amigo/term/GO:0060412
positive regulation of vascular associated smooth muscle cell proliferation	Gene Ontology	GO:1904707	2	34	0.00434437360857	0.0163915373033	MDM2|TNF	http://amigo.geneontology.org/amigo/term/GO:1904707
positive regulation of telomere maintenance via telomerase	Gene Ontology	GO:0032212	2	34	0.00434437360857	0.0163915373033	PRKCQ|ATM	http://amigo.geneontology.org/amigo/term/GO:0032212
activation of phospholipase C activity	Gene Ontology	GO:0007202	2	34	0.00434437360857	0.0163915373033	ANG|ITK	http://amigo.geneontology.org/amigo/term/GO:0007202
positive regulation of telomerase activity	Gene Ontology	GO:0051973	2	34	0.00434437360857	0.0163915373033	PRKCQ|HSP90AA1	http://amigo.geneontology.org/amigo/term/GO:0051973
endoplasmic reticulum membrane	Gene Ontology	GO:0005789	8	942	0.00447522608296	0.0168613334004	PTGS1|CHRM3|POR|CYP1A2|MAN1B1|DIO1|HMGCR|SCD	http://amigo.geneontology.org/amigo/term/GO:0005789
establishment of cell polarity	Gene Ontology	GO:0030010	2	35	0.00458451051129	0.0170318407263	HSP90AA1|PTK2	http://amigo.geneontology.org/amigo/term/GO:0030010
positive regulation of epithelial cell migration	Gene Ontology	GO:0010634	2	35	0.00458451051129	0.0170318407263	TGFBR2|SRC	http://amigo.geneontology.org/amigo/term/GO:0010634
regulation of cholesterol biosynthetic process	Gene Ontology	GO:0045540	2	35	0.00458451051129	0.0170318407263	SCD|HMGCR	http://amigo.geneontology.org/amigo/term/GO:0045540
RNA polymerase II repressing transcription factor binding	Gene Ontology	GO:0001103	2	35	0.00458451051129	0.0170318407263	PPARG|PPARD	http://amigo.geneontology.org/amigo/term/GO:0001103
phosphoprotein binding	Gene Ontology	GO:0051219	2	35	0.00458451051129	0.0170318407263	SRC|PLAT	http://amigo.geneontology.org/amigo/term/GO:0051219
transport	Gene Ontology	GO:0006810	2	35	0.00458451051129	0.0170318407263	SLC6A3|SLC6A2	http://amigo.geneontology.org/amigo/term/GO:0006810
positive regulation of intrinsic apoptotic signaling pathway	Gene Ontology	GO:2001244	2	35	0.00458451051129	0.0170318407263	TP53|LCK	http://amigo.geneontology.org/amigo/term/GO:2001244
negative regulation of extrinsic apoptotic signaling pathway	Gene Ontology	GO:2001237	2	35	0.00458451051129	0.0170318407263	SRC|TGFBR1	http://amigo.geneontology.org/amigo/term/GO:2001237
external side of plasma membrane	Gene Ontology	GO:0009897	5	392	0.0046763137057	0.017324504815	GSR|TGFBR2|TNF|CCRL2|KIT	http://amigo.geneontology.org/amigo/term/GO:0009897
negative regulation of cell population proliferation	Gene Ontology	GO:0008285	5	394	0.00477558969755	0.0176676892844	TP53|BCHE|RARG|ALDH1A2|ADORA2A	http://amigo.geneontology.org/amigo/term/GO:0008285
ficolin-1-rich granule lumen	Gene Ontology	GO:1904813	3	123	0.00499278901764	0.0183944858545	HSP90AA1|KRT1|IMPDH1	http://amigo.geneontology.org/amigo/term/GO:1904813
chemical synaptic transmission	Gene Ontology	GO:0007268	4	248	0.00506207926128	0.0186239707262	SLC6A2|CHRM3|CHRM2|CHRM1	http://amigo.geneontology.org/amigo/term/GO:0007268
cell maturation	Gene Ontology	GO:0048469	2	37	0.0050827843626	0.018648560558	PPARG|FGFR1	http://amigo.geneontology.org/amigo/term/GO:0048469
cellular response to tumor necrosis factor	Gene Ontology	GO:0071356	3	125	0.00521586690447	0.0189797619232	IKBKB|FABP4|CHUK	http://amigo.geneontology.org/amigo/term/GO:0071356
negative regulation of cell growth	Gene Ontology	GO:0030308	3	125	0.00521586690447	0.0189797619232	PPARG|PPARD|TP53	http://amigo.geneontology.org/amigo/term/GO:0030308
cytoskeleton	Gene Ontology	GO:0005856	5	406	0.00540297730423	0.0196337699853	NR1I3|KRT1|PTK2|JAK3|CASP8	http://amigo.geneontology.org/amigo/term/GO:0005856
positive regulation of nitric oxide biosynthetic process	Gene Ontology	GO:0045429	2	39	0.00560483335679	0.0202017028849	HSP90AA1|TNF	http://amigo.geneontology.org/amigo/term/GO:0045429
positive regulation of blood vessel endothelial cell migration	Gene Ontology	GO:0043536	2	39	0.00560483335679	0.0202017028849	KDR|FGFR1	http://amigo.geneontology.org/amigo/term/GO:0043536
NAD binding	Gene Ontology	GO:0051287	2	39	0.00560483335679	0.0202017028849	ME1|ALDH1A1	http://amigo.geneontology.org/amigo/term/GO:0051287
cellular response to cadmium ion	Gene Ontology	GO:0071276	2	39	0.00560483335679	0.0202017028849	CYP1A2|CHUK	http://amigo.geneontology.org/amigo/term/GO:0071276
cell cycle arrest	Gene Ontology	GO:0007050	3	130	0.00579954864544	0.020847026212	TGFBR1|ATM|TP53	http://amigo.geneontology.org/amigo/term/GO:0007050
neuron apoptotic process	Gene Ontology	GO:0051402	2	40	0.00587468969844	0.0209472849837	ATM|TP53	http://amigo.geneontology.org/amigo/term/GO:0051402
glycosphingolipid metabolic process	Gene Ontology	GO:0006687	2	40	0.00587468969844	0.0209472849837	GLTP|KIT	http://amigo.geneontology.org/amigo/term/GO:0006687
embryo implantation	Gene Ontology	GO:0007566	2	40	0.00587468969844	0.0209472849837	TGFBR2|PPARD	http://amigo.geneontology.org/amigo/term/GO:0007566
activation of adenylate cyclase activity	Gene Ontology	GO:0007190	2	40	0.00587468969844	0.0209472849837	ADORA2B|ADRB2	http://amigo.geneontology.org/amigo/term/GO:0007190
regulation of signal transduction by p53 class mediator	Gene Ontology	GO:1901796	3	131	0.00592078136875	0.0210833714068	MDM2|ATM|TP53	http://amigo.geneontology.org/amigo/term/GO:1901796
DNA binding	Gene Ontology	GO:0003677	9	1209	0.00606360890547	0.0215631011879	SP140|TP53|RARG|ATM|IMPDH1|PPARG|PPARD|ANG|F11	http://amigo.geneontology.org/amigo/term/GO:0003677
intracellular membrane-bounded organelle	Gene Ontology	GO:0043231	7	788	0.00611239600439	0.021682641106	PTGS1|PTK2|ATM|POR|CHUK|PPARG|CYP1A2	http://amigo.geneontology.org/amigo/term/GO:0043231
protein deubiquitination	Gene Ontology	GO:0016579	4	262	0.00611352662762	0.021682641106	TGFBR1|ADRB2|TP53|MDM2	http://amigo.geneontology.org/amigo/term/GO:0016579
response to nutrient levels	Gene Ontology	GO:0031667	2	41	0.00615038949583	0.0216976605556	MMP7|SRC	http://amigo.geneontology.org/amigo/term/GO:0031667
response to starvation	Gene Ontology	GO:0042594	2	41	0.00615038949583	0.0216976605556	PPARG|DHODH	http://amigo.geneontology.org/amigo/term/GO:0042594
lens development in camera-type eye	Gene Ontology	GO:0002088	2	41	0.00615038949583	0.0216976605556	TGFBR2|TGFBR1	http://amigo.geneontology.org/amigo/term/GO:0002088
response to cAMP	Gene Ontology	GO:0051591	2	41	0.00615038949583	0.0216976605556	OXT|SLC6A3	http://amigo.geneontology.org/amigo/term/GO:0051591
dendrite	Gene Ontology	GO:0030425	5	420	0.00620621580519	0.0218366852405	ADORA2A|CHRM3|CHRM2|CHRM1|SLC5A7	http://amigo.geneontology.org/amigo/term/GO:0030425
synapse	Gene Ontology	GO:0045202	5	420	0.00620621580519	0.0218366852405	MDM2|CHRM3|CHRM2|CHRM1|SLC5A7	http://amigo.geneontology.org/amigo/term/GO:0045202
heme binding	Gene Ontology	GO:0020037	3	135	0.00642086544917	0.0223645135964	SRC|PTGS1|CYP1A2	http://amigo.geneontology.org/amigo/term/GO:0020037
Fc-gamma receptor signaling pathway involved in phagocytosis	Gene Ontology	GO:0038096	3	135	0.00642086544917	0.0223645135964	SRC|PTK2|HSP90AA1	http://amigo.geneontology.org/amigo/term/GO:0038096
positive regulation of epithelial to mesenchymal transition	Gene Ontology	GO:0010718	2	42	0.00643189958693	0.0223645135964	TGFBR2|TGFBR1	http://amigo.geneontology.org/amigo/term/GO:0010718
estrogen receptor binding	Gene Ontology	GO:0030331	2	42	0.00643189958693	0.0223645135964	PPARG|SRC	http://amigo.geneontology.org/amigo/term/GO:0030331
positive regulation of insulin secretion	Gene Ontology	GO:0032024	2	42	0.00643189958693	0.0223645135964	PPARD|ABAT	http://amigo.geneontology.org/amigo/term/GO:0032024
collagen catabolic process	Gene Ontology	GO:0030574	2	42	0.00643189958693	0.0223645135964	MMP7|FURIN	http://amigo.geneontology.org/amigo/term/GO:0030574
animal organ regeneration	Gene Ontology	GO:0031100	2	42	0.00643189958693	0.0223645135964	TGFBR2|PPARG	http://amigo.geneontology.org/amigo/term/GO:0031100
adherens junction organization	Gene Ontology	GO:0034332	2	42	0.00643189958693	0.0223645135964	SRC|ANG	http://amigo.geneontology.org/amigo/term/GO:0034332
oxidoreductase activity	Gene Ontology	GO:0016491	3	137	0.00668006573255	0.0231366860007	SCD|CYP1A2|POR	http://amigo.geneontology.org/amigo/term/GO:0016491
