##Databases: KEGG PATHWAY, Reactome, Gene Ontology
##Statistical test method: hypergeometric test / Fisher's exact test
##FDR correction method: Benjamini and Hochberg

#Term	Database	ID	Input number	Background number	P-Value	Corrected P-Value	Input	Hyperlink
neural tube formation	Gene Ontology	GO:0001841	1	7	0.0294700757906	0.0592365815137	MST1	http://amigo.geneontology.org/amigo/term/GO:0001841
LIM domain binding	Gene Ontology	GO:0030274	1	7	0.0294700757906	0.0592365815137	CCK	http://amigo.geneontology.org/amigo/term/GO:0030274
phospholipase activator activity	Gene Ontology	GO:0016004	1	7	0.0294700757906	0.0592365815137	CCL5	http://amigo.geneontology.org/amigo/term/GO:0016004
positive regulation of arachidonic acid secretion	Gene Ontology	GO:0090238	1	7	0.0294700757906	0.0592365815137	MIF	http://amigo.geneontology.org/amigo/term/GO:0090238
mesendoderm development	Gene Ontology	GO:0048382	1	7	0.0294700757906	0.0592365815137	BMPR1A	http://amigo.geneontology.org/amigo/term/GO:0048382
response to herbicide	Gene Ontology	GO:0009635	1	7	0.0294700757906	0.0592365815137	LCN2	http://amigo.geneontology.org/amigo/term/GO:0009635
positive regulation of dendritic cell chemotaxis	Gene Ontology	GO:2000510	1	7	0.0294700757906	0.0592365815137	IL12A	http://amigo.geneontology.org/amigo/term/GO:2000510
cAMP-dependent protein kinase regulator activity	Gene Ontology	GO:0008603	1	7	0.0294700757906	0.0592365815137	CXCL10	http://amigo.geneontology.org/amigo/term/GO:0008603
oncostatin-M-mediated signaling pathway	Gene Ontology	GO:0038165	1	7	0.0294700757906	0.0592365815137	IL6ST	http://amigo.geneontology.org/amigo/term/GO:0038165
vascular associated smooth muscle cell development	Gene Ontology	GO:0097084	1	7	0.0294700757906	0.0592365815137	ENG	http://amigo.geneontology.org/amigo/term/GO:0097084
regulation of type B pancreatic cell proliferation	Gene Ontology	GO:0061469	1	7	0.0294700757906	0.0592365815137	TEC	http://amigo.geneontology.org/amigo/term/GO:0061469
positive regulation of vascular associated smooth muscle cell apoptotic process	Gene Ontology	GO:1905461	1	7	0.0294700757906	0.0592365815137	MST1	http://amigo.geneontology.org/amigo/term/GO:1905461
1-phosphatidylinositol-4-phosphate 5-kinase activity	Gene Ontology	GO:0016308	1	7	0.0294700757906	0.0592365815137	CFD	http://amigo.geneontology.org/amigo/term/GO:0016308
activin receptor complex	Gene Ontology	GO:0048179	1	7	0.0294700757906	0.0592365815137	ACVR1B	http://amigo.geneontology.org/amigo/term/GO:0048179
positive regulation of prostaglandin biosynthetic process	Gene Ontology	GO:0031394	1	7	0.0294700757906	0.0592365815137	IL1B	http://amigo.geneontology.org/amigo/term/GO:0031394
positive regulation of activin receptor signaling pathway	Gene Ontology	GO:0032927	1	7	0.0294700757906	0.0592365815137	ACVR1B	http://amigo.geneontology.org/amigo/term/GO:0032927
negative regulation of chemokine-mediated signaling pathway	Gene Ontology	GO:0070100	1	7	0.0294700757906	0.0592365815137	CCL5	http://amigo.geneontology.org/amigo/term/GO:0070100
membrane attack complex	Gene Ontology	GO:0005579	1	7	0.0294700757906	0.0592365815137	C5	http://amigo.geneontology.org/amigo/term/GO:0005579
ectopic germ cell programmed cell death	Gene Ontology	GO:0035234	1	7	0.0294700757906	0.0592365815137	IL1B	http://amigo.geneontology.org/amigo/term/GO:0035234
interleukin-1 binding	Gene Ontology	GO:0019966	1	7	0.0294700757906	0.0592365815137	IL1R1	http://amigo.geneontology.org/amigo/term/GO:0019966
protein binding involved in heterotypic cell-cell adhesion	Gene Ontology	GO:0086080	1	7	0.0294700757906	0.0592365815137	CD200	http://amigo.geneontology.org/amigo/term/GO:0086080
positive regulation of integrin activation	Gene Ontology	GO:0033625	1	7	0.0294700757906	0.0592365815137	CXCL13	http://amigo.geneontology.org/amigo/term/GO:0033625
positive regulation of smooth muscle cell apoptotic process	Gene Ontology	GO:0034393	1	7	0.0294700757906	0.0592365815137	IL12A	http://amigo.geneontology.org/amigo/term/GO:0034393
negative regulation of synaptic transmission, GABAergic	Gene Ontology	GO:0032229	1	7	0.0294700757906	0.0592365815137	BDNF	http://amigo.geneontology.org/amigo/term/GO:0032229
response to methylmercury	Gene Ontology	GO:0051597	1	7	0.0294700757906	0.0592365815137	S100B	http://amigo.geneontology.org/amigo/term/GO:0051597
positive regulation of phospholipase activity	Gene Ontology	GO:0010518	1	7	0.0294700757906	0.0592365815137	FGFR2	http://amigo.geneontology.org/amigo/term/GO:0010518
vascular endothelial growth factor-activated receptor activity	Gene Ontology	GO:0005021	1	7	0.0294700757906	0.0592365815137	PDGFRA	http://amigo.geneontology.org/amigo/term/GO:0005021
sex determination	Gene Ontology	GO:0007530	1	7	0.0294700757906	0.0592365815137	MIF	http://amigo.geneontology.org/amigo/term/GO:0007530
response to fibroblast growth factor	Gene Ontology	GO:0071774	1	7	0.0294700757906	0.0592365815137	PTH	http://amigo.geneontology.org/amigo/term/GO:0071774
heart valve morphogenesis	Gene Ontology	GO:0003179	1	7	0.0294700757906	0.0592365815137	FGFRL1	http://amigo.geneontology.org/amigo/term/GO:0003179
lung lobe morphogenesis	Gene Ontology	GO:0060463	1	7	0.0294700757906	0.0592365815137	FGFR2	http://amigo.geneontology.org/amigo/term/GO:0060463
mRNA cleavage	Gene Ontology	GO:0006379	1	7	0.0294700757906	0.0592365815137	ANG	http://amigo.geneontology.org/amigo/term/GO:0006379
positive regulation of aspartic-type endopeptidase activity involved in amyloid precursor protein catabolic process	Gene Ontology	GO:1902961	1	7	0.0294700757906	0.0592365815137	LYN	http://amigo.geneontology.org/amigo/term/GO:1902961
smooth muscle cell migration	Gene Ontology	GO:0014909	1	7	0.0294700757906	0.0592365815137	PLAT	http://amigo.geneontology.org/amigo/term/GO:0014909
cardiac atrium morphogenesis	Gene Ontology	GO:0003209	1	7	0.0294700757906	0.0592365815137	ENG	http://amigo.geneontology.org/amigo/term/GO:0003209
cellular response to hydroperoxide	Gene Ontology	GO:0071447	1	7	0.0294700757906	0.0592365815137	CD36	http://amigo.geneontology.org/amigo/term/GO:0071447
positive regulation of T cell apoptotic process	Gene Ontology	GO:0070234	1	7	0.0294700757906	0.0592365815137	CCL5	http://amigo.geneontology.org/amigo/term/GO:0070234
positive regulation of immunoglobulin production	Gene Ontology	GO:0002639	1	7	0.0294700757906	0.0592365815137	IL4R	http://amigo.geneontology.org/amigo/term/GO:0002639
amyloid-beta clearance by transcytosis	Gene Ontology	GO:0150093	1	7	0.0294700757906	0.0592365815137	LRP1	http://amigo.geneontology.org/amigo/term/GO:0150093
hyaluronan biosynthetic process	Gene Ontology	GO:0030213	1	7	0.0294700757906	0.0592365815137	IL1B	http://amigo.geneontology.org/amigo/term/GO:0030213
positive regulation of lipid catabolic process	Gene Ontology	GO:0050996	1	7	0.0294700757906	0.0592365815137	IL1B	http://amigo.geneontology.org/amigo/term/GO:0050996
positive regulation of T-helper 2 cell differentiation	Gene Ontology	GO:0045630	1	7	0.0294700757906	0.0592365815137	IL4R	http://amigo.geneontology.org/amigo/term/GO:0045630
microglial cell proliferation	Gene Ontology	GO:0061518	1	7	0.0294700757906	0.0592365815137	CSF1R	http://amigo.geneontology.org/amigo/term/GO:0061518
positive regulation of trophoblast cell migration	Gene Ontology	GO:1901165	1	7	0.0294700757906	0.0592365815137	ACVR1B	http://amigo.geneontology.org/amigo/term/GO:1901165
regulation of epithelial cell differentiation	Gene Ontology	GO:0030856	1	7	0.0294700757906	0.0592365815137	CD24	http://amigo.geneontology.org/amigo/term/GO:0030856
regulation of sprouting angiogenesis	Gene Ontology	GO:1903670	1	7	0.0294700757906	0.0592365815137	CEACAM1	http://amigo.geneontology.org/amigo/term/GO:1903670
positive regulation of neutrophil extravasation	Gene Ontology	GO:2000391	1	7	0.0294700757906	0.0592365815137	IL1R1	http://amigo.geneontology.org/amigo/term/GO:2000391
Golgi membrane	Gene Ontology	GO:0000139	6	616	0.0296898574229	0.0596283736182	PDGFA|PDGFC|TNFRSF1A|CFD|NTRK2|NCAM1	http://amigo.geneontology.org/amigo/term/GO:0000139
microvillus	Gene Ontology	GO:0005902	2	70	0.0298197011656	0.0596891848039	PDGFA|PDGFRA	http://amigo.geneontology.org/amigo/term/GO:0005902
cerebral cortex development	Gene Ontology	GO:0021987	2	70	0.0298197011656	0.0596891848039	LRP1|NTRK2	http://amigo.geneontology.org/amigo/term/GO:0021987
negative regulation of ERK1 and ERK2 cascade	Gene Ontology	GO:0070373	2	70	0.0298197011656	0.0596891848039	EPHB2|LYN	http://amigo.geneontology.org/amigo/term/GO:0070373
negative regulation of protein phosphorylation	Gene Ontology	GO:0001933	2	71	0.0305860005679	0.0611720011358	EPHB2|LYN	http://amigo.geneontology.org/amigo/term/GO:0001933
tertiary granule membrane	Gene Ontology	GO:0070821	2	73	0.032141864844	0.0624851797468	CEACAM1|OBBP2	http://amigo.geneontology.org/amigo/term/GO:0070821
endocytosis	Gene Ontology	GO:0006897	3	182	0.0323224048539	0.0624851797468	ENPP2|ACKR2|SCARA5	http://amigo.geneontology.org/amigo/term/GO:0006897
regulation of cytokine production involved in inflammatory response	Gene Ontology	GO:1900015	1	8	0.0330926514922	0.0624851797468	LEP	http://amigo.geneontology.org/amigo/term/GO:1900015
prostate gland growth	Gene Ontology	GO:0060736	1	8	0.0330926514922	0.0624851797468	AR	http://amigo.geneontology.org/amigo/term/GO:0060736
positive regulation of leukocyte tethering or rolling	Gene Ontology	GO:1903238	1	8	0.0330926514922	0.0624851797468	SELP	http://amigo.geneontology.org/amigo/term/GO:1903238
type II transforming growth factor beta receptor binding	Gene Ontology	GO:0005114	1	8	0.0330926514922	0.0624851797468	ENG	http://amigo.geneontology.org/amigo/term/GO:0005114
dorsal/ventral axis specification	Gene Ontology	GO:0009950	1	8	0.0330926514922	0.0624851797468	BMPR1A	http://amigo.geneontology.org/amigo/term/GO:0009950
insulin-like growth factor II binding	Gene Ontology	GO:0031995	1	8	0.0330926514922	0.0624851797468	IGFBP4	http://amigo.geneontology.org/amigo/term/GO:0031995
ovulation from ovarian follicle	Gene Ontology	GO:0001542	1	8	0.0330926514922	0.0624851797468	LEP	http://amigo.geneontology.org/amigo/term/GO:0001542
interleukin-8 production	Gene Ontology	GO:0032637	1	8	0.0330926514922	0.0624851797468	LEP	http://amigo.geneontology.org/amigo/term/GO:0032637
diacylglycerol biosynthetic process	Gene Ontology	GO:0006651	1	8	0.0330926514922	0.0624851797468	ANG	http://amigo.geneontology.org/amigo/term/GO:0006651
artery development	Gene Ontology	GO:0060840	1	8	0.0330926514922	0.0624851797468	BMPR2	http://amigo.geneontology.org/amigo/term/GO:0060840
myelin assembly	Gene Ontology	GO:0032288	1	8	0.0330926514922	0.0624851797468	CFD	http://amigo.geneontology.org/amigo/term/GO:0032288
regulation of cytokine-mediated signaling pathway	Gene Ontology	GO:0001959	1	8	0.0330926514922	0.0624851797468	CD24	http://amigo.geneontology.org/amigo/term/GO:0001959
positive regulation of histone phosphorylation	Gene Ontology	GO:0033129	1	8	0.0330926514922	0.0624851797468	IL1B	http://amigo.geneontology.org/amigo/term/GO:0033129
gland morphogenesis	Gene Ontology	GO:0022612	1	8	0.0330926514922	0.0624851797468	FGFR2	http://amigo.geneontology.org/amigo/term/GO:0022612
clathrin heavy chain binding	Gene Ontology	GO:0032050	1	8	0.0330926514922	0.0624851797468	LRP1	http://amigo.geneontology.org/amigo/term/GO:0032050
organ growth	Gene Ontology	GO:0035265	1	8	0.0330926514922	0.0624851797468	FGFR2	http://amigo.geneontology.org/amigo/term/GO:0035265
positive regulation of transforming growth factor beta production	Gene Ontology	GO:0071636	1	8	0.0330926514922	0.0624851797468	CD200	http://amigo.geneontology.org/amigo/term/GO:0071636
endothelial cell chemotaxis	Gene Ontology	GO:0035767	1	8	0.0330926514922	0.0624851797468	TNFRSF25	http://amigo.geneontology.org/amigo/term/GO:0035767
myosin heavy chain binding	Gene Ontology	GO:0032036	1	8	0.0330926514922	0.0624851797468	AXL	http://amigo.geneontology.org/amigo/term/GO:0032036
response to gravity	Gene Ontology	GO:0009629	1	8	0.0330926514922	0.0624851797468	SPARC	http://amigo.geneontology.org/amigo/term/GO:0009629
iron ion transmembrane transport	Gene Ontology	GO:0034755	1	8	0.0330926514922	0.0624851797468	SCARA5	http://amigo.geneontology.org/amigo/term/GO:0034755
regulation of cysteine-type endopeptidase activity involved in apoptotic process	Gene Ontology	GO:0043281	1	8	0.0330926514922	0.0624851797468	EPHA7	http://amigo.geneontology.org/amigo/term/GO:0043281
ovulation cycle	Gene Ontology	GO:0042698	1	8	0.0330926514922	0.0624851797468	AXL	http://amigo.geneontology.org/amigo/term/GO:0042698
response to prostaglandin E	Gene Ontology	GO:0034695	1	8	0.0330926514922	0.0624851797468	CCL21	http://amigo.geneontology.org/amigo/term/GO:0034695
killing by host of symbiont cells	Gene Ontology	GO:0051873	1	8	0.0330926514922	0.0624851797468	PF4	http://amigo.geneontology.org/amigo/term/GO:0051873
positive regulation of natural killer cell differentiation	Gene Ontology	GO:0032825	1	8	0.0330926514922	0.0624851797468	AXL	http://amigo.geneontology.org/amigo/term/GO:0032825
cardiac muscle hypertrophy	Gene Ontology	GO:0003300	1	8	0.0330926514922	0.0624851797468	LEP	http://amigo.geneontology.org/amigo/term/GO:0003300
endothelial cell apoptotic process	Gene Ontology	GO:0072577	1	8	0.0330926514922	0.0624851797468	BMPR2	http://amigo.geneontology.org/amigo/term/GO:0072577
HFE-transferrin receptor complex	Gene Ontology	GO:1990712	1	8	0.0330926514922	0.0624851797468	BMPR1A	http://amigo.geneontology.org/amigo/term/GO:1990712
mitochondrial crista	Gene Ontology	GO:0030061	1	8	0.0330926514922	0.0624851797468	LYN	http://amigo.geneontology.org/amigo/term/GO:0030061
autocrine signaling	Gene Ontology	GO:0035425	1	8	0.0330926514922	0.0624851797468	S100A8	http://amigo.geneontology.org/amigo/term/GO:0035425
astrocyte differentiation	Gene Ontology	GO:0048708	1	8	0.0330926514922	0.0624851797468	S100B	http://amigo.geneontology.org/amigo/term/GO:0048708
endochondral bone growth	Gene Ontology	GO:0003416	1	8	0.0330926514922	0.0624851797468	FGFR2	http://amigo.geneontology.org/amigo/term/GO:0003416
necroptotic signaling pathway	Gene Ontology	GO:0097527	1	8	0.0330926514922	0.0624851797468	FADD	http://amigo.geneontology.org/amigo/term/GO:0097527
long-chain fatty acid import into cell	Gene Ontology	GO:0044539	1	8	0.0330926514922	0.0624851797468	CD36	http://amigo.geneontology.org/amigo/term/GO:0044539
regulation of chemotaxis	Gene Ontology	GO:0050920	1	8	0.0330926514922	0.0624851797468	PDGFRA	http://amigo.geneontology.org/amigo/term/GO:0050920
regulation of endothelial cell migration	Gene Ontology	GO:0010594	1	8	0.0330926514922	0.0624851797468	CEACAM1	http://amigo.geneontology.org/amigo/term/GO:0010594
leptin-mediated signaling pathway	Gene Ontology	GO:0033210	1	8	0.0330926514922	0.0624851797468	LEP	http://amigo.geneontology.org/amigo/term/GO:0033210
positive regulation by host of viral process	Gene Ontology	GO:0044794	1	8	0.0330926514922	0.0624851797468	CSF1R	http://amigo.geneontology.org/amigo/term/GO:0044794
retinal dehydrogenase activity	Gene Ontology	GO:0001758	1	8	0.0330926514922	0.0624851797468	AR	http://amigo.geneontology.org/amigo/term/GO:0001758
germinal center formation	Gene Ontology	GO:0002467	1	8	0.0330926514922	0.0624851797468	CXCL13	http://amigo.geneontology.org/amigo/term/GO:0002467
response to molecule of bacterial origin	Gene Ontology	GO:0002237	1	8	0.0330926514922	0.0624851797468	CD24	http://amigo.geneontology.org/amigo/term/GO:0002237
heme transport	Gene Ontology	GO:0015886	1	8	0.0330926514922	0.0624851797468	NRG1	http://amigo.geneontology.org/amigo/term/GO:0015886
hindlimb morphogenesis	Gene Ontology	GO:0035137	1	8	0.0330926514922	0.0624851797468	BMPR1A	http://amigo.geneontology.org/amigo/term/GO:0035137
regulation of endothelial cell proliferation	Gene Ontology	GO:0001936	1	8	0.0330926514922	0.0624851797468	LEP	http://amigo.geneontology.org/amigo/term/GO:0001936
cell-cell junction maintenance	Gene Ontology	GO:0045217	1	8	0.0330926514922	0.0624851797468	CSF1R	http://amigo.geneontology.org/amigo/term/GO:0045217
regulation of protein autophosphorylation	Gene Ontology	GO:0031952	1	8	0.0330926514922	0.0624851797468	EPHA7	http://amigo.geneontology.org/amigo/term/GO:0031952
positive regulation of microglial cell activation	Gene Ontology	GO:1903980	1	8	0.0330926514922	0.0624851797468	MMP8	http://amigo.geneontology.org/amigo/term/GO:1903980
paranodal junction	Gene Ontology	GO:0033010	1	8	0.0330926514922	0.0624851797468	AR	http://amigo.geneontology.org/amigo/term/GO:0033010
metanephric mesenchyme development	Gene Ontology	GO:0072075	1	8	0.0330926514922	0.0624851797468	PDGFRB	http://amigo.geneontology.org/amigo/term/GO:0072075
negative regulation of synaptic transmission	Gene Ontology	GO:0050805	1	8	0.0330926514922	0.0624851797468	IL1B	http://amigo.geneontology.org/amigo/term/GO:0050805
nucleotide-binding oligomerization domain containing 2 signaling pathway	Gene Ontology	GO:0070431	1	8	0.0330926514922	0.0624851797468	CCK	http://amigo.geneontology.org/amigo/term/GO:0070431
regulation of insulin-like growth factor receptor signaling pathway	Gene Ontology	GO:0043567	1	8	0.0330926514922	0.0624851797468	IGFBP4	http://amigo.geneontology.org/amigo/term/GO:0043567
JUN kinase kinase kinase activity	Gene Ontology	GO:0004706	1	8	0.0330926514922	0.0624851797468	CCK	http://amigo.geneontology.org/amigo/term/GO:0004706
negative regulation of mitotic nuclear division	Gene Ontology	GO:0045839	1	8	0.0330926514922	0.0624851797468	BMP7	http://amigo.geneontology.org/amigo/term/GO:0045839
positive regulation of collateral sprouting	Gene Ontology	GO:0048672	1	8	0.0330926514922	0.0624851797468	BDNF	http://amigo.geneontology.org/amigo/term/GO:0048672
antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent	Gene Ontology	GO:0002479	2	75	0.0337282992896	0.0636352963781	ITGAV|CD36	http://amigo.geneontology.org/amigo/term/GO:0002479
caveola	Gene Ontology	GO:0005901	2	76	0.0345328128668	0.0649487727486	BMPR1A|BMPR2	http://amigo.geneontology.org/amigo/term/GO:0005901
neuromuscular junction	Gene Ontology	GO:0031594	2	76	0.0345328128668	0.0649487727486	NRG1|EPHA7	http://amigo.geneontology.org/amigo/term/GO:0031594
