##Databases: KEGG PATHWAY, Reactome, Gene Ontology
##Statistical test method: hypergeometric test / Fisher's exact test
##FDR correction method: Benjamini and Hochberg

#Term	Database	ID	Input number	Background number	P-Value	Corrected P-Value	Input	Hyperlink
mature conventional dendritic cell differentiation	Gene Ontology	GO:0097029	1	5	0.0229288522262	0.10116248965	CCR7	http://amigo.geneontology.org/amigo/term/GO:0097029
blastocyst growth	Gene Ontology	GO:0001832	1	5	0.0229288522262	0.10116248965	RTF1	http://amigo.geneontology.org/amigo/term/GO:0001832
negative regulation of autophagosome maturation	Gene Ontology	GO:1901097	1	5	0.0229288522262	0.10116248965	CLEC16A	http://amigo.geneontology.org/amigo/term/GO:1901097
single-stranded telomeric DNA binding	Gene Ontology	GO:0043047	1	5	0.0229288522262	0.10116248965	RAD50	http://amigo.geneontology.org/amigo/term/GO:0043047
protein homotetramerization	Gene Ontology	GO:0051289	2	59	0.0233251369503	0.102604855652	CRTC3|AQP5	http://amigo.geneontology.org/amigo/term/GO:0051289
positive regulation of T cell proliferation	Gene Ontology	GO:0042102	2	61	0.0247689578237	0.102604855652	CARD11|CD86	http://amigo.geneontology.org/amigo/term/GO:0042102
positive regulation of MAP kinase activity	Gene Ontology	GO:0043406	2	61	0.0247689578237	0.102604855652	IQGAP1|FLG	http://amigo.geneontology.org/amigo/term/GO:0043406
vasculogenesis	Gene Ontology	GO:0001570	2	62	0.0255042596527	0.102604855652	ITGB8|HDAC7	http://amigo.geneontology.org/amigo/term/GO:0001570
metallopeptidase activity	Gene Ontology	GO:0008237	2	63	0.0262483842157	0.102604855652	ADAMTS4|ERMP1	http://amigo.geneontology.org/amigo/term/GO:0008237
cell surface receptor signaling pathway	Gene Ontology	GO:0007166	4	286	0.026356424002	0.102604855652	IL7R|IL2RA|TNFRSF14|CD86	http://amigo.geneontology.org/amigo/term/GO:0007166
cerebellar granule cell precursor proliferation	Gene Ontology	GO:0021930	1	6	0.0266992207071	0.102604855652	RERE	http://amigo.geneontology.org/amigo/term/GO:0021930
negative regulation of mitophagy	Gene Ontology	GO:1901525	1	6	0.0266992207071	0.102604855652	CLEC16A	http://amigo.geneontology.org/amigo/term/GO:1901525
integral component of cytoplasmic side of endoplasmic reticulum membrane	Gene Ontology	GO:0071458	1	6	0.0266992207071	0.102604855652	SPPL3	http://amigo.geneontology.org/amigo/term/GO:0071458
negative regulation of B cell activation	Gene Ontology	GO:0050869	1	6	0.0266992207071	0.102604855652	TNFAIP3	http://amigo.geneontology.org/amigo/term/GO:0050869
regulation of membrane permeability	Gene Ontology	GO:0090559	1	6	0.0266992207071	0.102604855652	F11R	http://amigo.geneontology.org/amigo/term/GO:0090559
negative regulation of protein transport	Gene Ontology	GO:0051224	1	6	0.0266992207071	0.102604855652	NDFIP1	http://amigo.geneontology.org/amigo/term/GO:0051224
plasma membrane signaling receptor complex	Gene Ontology	GO:0098802	1	6	0.0266992207071	0.102604855652	TRAF3	http://amigo.geneontology.org/amigo/term/GO:0098802
auditory receptor cell development	Gene Ontology	GO:0060117	1	6	0.0266992207071	0.102604855652	FLG	http://amigo.geneontology.org/amigo/term/GO:0060117
renal absorption	Gene Ontology	GO:0070293	1	6	0.0266992207071	0.102604855652	SLC15A2	http://amigo.geneontology.org/amigo/term/GO:0070293
lipid oxidation	Gene Ontology	GO:0034440	1	6	0.0266992207071	0.102604855652	ALOX15	http://amigo.geneontology.org/amigo/term/GO:0034440
galactosylceramide biosynthetic process	Gene Ontology	GO:0006682	1	6	0.0266992207071	0.102604855652	B4GALT3	http://amigo.geneontology.org/amigo/term/GO:0006682
regulation of defense response to virus	Gene Ontology	GO:0050688	1	6	0.0266992207071	0.102604855652	TRAF3	http://amigo.geneontology.org/amigo/term/GO:0050688
negative regulation of cardiac muscle hypertrophy in response to stress	Gene Ontology	GO:1903243	1	6	0.0266992207071	0.102604855652	SMAD3	http://amigo.geneontology.org/amigo/term/GO:1903243
T-helper 1 cell differentiation	Gene Ontology	GO:0045063	1	6	0.0266992207071	0.102604855652	IL18R1	http://amigo.geneontology.org/amigo/term/GO:0045063
mitochondrial tRNA processing	Gene Ontology	GO:0090646	1	6	0.0266992207071	0.102604855652	KIAA0391	http://amigo.geneontology.org/amigo/term/GO:0090646
negative regulation of lipoprotein lipase activity	Gene Ontology	GO:0051005	1	6	0.0266992207071	0.102604855652	HDAC7	http://amigo.geneontology.org/amigo/term/GO:0051005
regulation of DNA-templated transcription in response to stress	Gene Ontology	GO:0043620	1	6	0.0266992207071	0.102604855652	RGS14	http://amigo.geneontology.org/amigo/term/GO:0043620
nose development	Gene Ontology	GO:0043584	1	6	0.0266992207071	0.102604855652	GNGT2	http://amigo.geneontology.org/amigo/term/GO:0043584
response to isolation stress	Gene Ontology	GO:0035900	1	6	0.0266992207071	0.102604855652	ACO2	http://amigo.geneontology.org/amigo/term/GO:0035900
beta-galactosidase activity	Gene Ontology	GO:0004565	1	6	0.0266992207071	0.102604855652	GLB1	http://amigo.geneontology.org/amigo/term/GO:0004565
positive regulation of tau-protein kinase activity	Gene Ontology	GO:1902949	1	6	0.0266992207071	0.102604855652	NAB2	http://amigo.geneontology.org/amigo/term/GO:1902949
Pwp2p-containing subcomplex of 90S preribosome	Gene Ontology	GO:0034388	1	6	0.0266992207071	0.102604855652	WDR36	http://amigo.geneontology.org/amigo/term/GO:0034388
humoral immune response mediated by circulating immunoglobulin	Gene Ontology	GO:0002455	1	6	0.0266992207071	0.102604855652	HLA-DRB1	http://amigo.geneontology.org/amigo/term/GO:0002455
Toll signaling pathway	Gene Ontology	GO:0008063	1	6	0.0266992207071	0.102604855652	TRAF3	http://amigo.geneontology.org/amigo/term/GO:0008063
protein localization to bicellular tight junction	Gene Ontology	GO:1902396	1	6	0.0266992207071	0.102604855652	F11R	http://amigo.geneontology.org/amigo/term/GO:1902396
positive regulation of toll-like receptor 2 signaling pathway	Gene Ontology	GO:0034137	1	6	0.0266992207071	0.102604855652	TLR1	http://amigo.geneontology.org/amigo/term/GO:0034137
negative regulation of stem cell proliferation	Gene Ontology	GO:2000647	1	6	0.0266992207071	0.102604855652	OVOL1	http://amigo.geneontology.org/amigo/term/GO:2000647
ubiquinone binding	Gene Ontology	GO:0048039	1	6	0.0266992207071	0.102604855652	COQ10A	http://amigo.geneontology.org/amigo/term/GO:0048039
protection from natural killer cell mediated cytotoxicity	Gene Ontology	GO:0042270	1	6	0.0266992207071	0.102604855652	HLA-B	http://amigo.geneontology.org/amigo/term/GO:0042270
regulation of DNA recombination	Gene Ontology	GO:0000018	1	6	0.0266992207071	0.102604855652	IL7R	http://amigo.geneontology.org/amigo/term/GO:0000018
inositol-polyphosphate 5-phosphatase activity	Gene Ontology	GO:0004445	1	6	0.0266992207071	0.102604855652	INPP5D	http://amigo.geneontology.org/amigo/term/GO:0004445
negative regulation of T cell mediated cytotoxicity	Gene Ontology	GO:0001915	1	6	0.0266992207071	0.102604855652	IL7R	http://amigo.geneontology.org/amigo/term/GO:0001915
U4 snRNA binding	Gene Ontology	GO:0030621	1	6	0.0266992207071	0.102604855652	NHP2L1	http://amigo.geneontology.org/amigo/term/GO:0030621
carnitine metabolic process	Gene Ontology	GO:0009437	1	6	0.0266992207071	0.102604855652	SLC22A4	http://amigo.geneontology.org/amigo/term/GO:0009437
cellular response to interleukin-3	Gene Ontology	GO:0036016	1	6	0.0266992207071	0.102604855652	SH2B3	http://amigo.geneontology.org/amigo/term/GO:0036016
isocitrate metabolic process	Gene Ontology	GO:0006102	1	6	0.0266992207071	0.102604855652	ACO2	http://amigo.geneontology.org/amigo/term/GO:0006102
negative regulation of RNA splicing	Gene Ontology	GO:0033119	1	6	0.0266992207071	0.102604855652	RPS26	http://amigo.geneontology.org/amigo/term/GO:0033119
neutrophil activation involved in immune response	Gene Ontology	GO:0002283	1	6	0.0266992207071	0.102604855652	FCER1G	http://amigo.geneontology.org/amigo/term/GO:0002283
inositol-1,4,5-trisphosphate 5-phosphatase activity	Gene Ontology	GO:0052658	1	6	0.0266992207071	0.102604855652	INPP5D	http://amigo.geneontology.org/amigo/term/GO:0052658
endodermal cell fate commitment	Gene Ontology	GO:0001711	1	6	0.0266992207071	0.102604855652	RTF1	http://amigo.geneontology.org/amigo/term/GO:0001711
regulation of interleukin-1 beta production	Gene Ontology	GO:0032651	1	6	0.0266992207071	0.102604855652	CCR7	http://amigo.geneontology.org/amigo/term/GO:0032651
response to cobalt ion	Gene Ontology	GO:0032025	1	6	0.0266992207071	0.102604855652	D2HGDH	http://amigo.geneontology.org/amigo/term/GO:0032025
TORC2 signaling	Gene Ontology	GO:0038203	1	6	0.0266992207071	0.102604855652	PRR5L	http://amigo.geneontology.org/amigo/term/GO:0038203
negative regulation of response to cytokine stimulus	Gene Ontology	GO:0060761	1	6	0.0266992207071	0.102604855652	SH2B3	http://amigo.geneontology.org/amigo/term/GO:0060761
positive regulation of establishment of endothelial barrier	Gene Ontology	GO:1903142	1	6	0.0266992207071	0.102604855652	F11R	http://amigo.geneontology.org/amigo/term/GO:1903142
molybdopterin cofactor binding	Gene Ontology	GO:0043546	1	6	0.0266992207071	0.102604855652	SUOX	http://amigo.geneontology.org/amigo/term/GO:0043546
positive regulation of alkaline phosphatase activity	Gene Ontology	GO:0010694	1	6	0.0266992207071	0.102604855652	SMAD3	http://amigo.geneontology.org/amigo/term/GO:0010694
I-kappaB kinase/NF-kappaB signaling	Gene Ontology	GO:0007249	2	65	0.0277627897602	0.105591497641	CARD11|NFKBIA	http://amigo.geneontology.org/amigo/term/GO:0007249
lateral plasma membrane	Gene Ontology	GO:0016328	2	65	0.0277627897602	0.105591497641	ERBB3|IQGAP1	http://amigo.geneontology.org/amigo/term/GO:0016328
extrinsic component of cytoplasmic side of plasma membrane	Gene Ontology	GO:0031234	2	65	0.0277627897602	0.105591497641	ALOX15|IQGAP1	http://amigo.geneontology.org/amigo/term/GO:0031234
type I interferon signaling pathway	Gene Ontology	GO:0060337	2	66	0.0285329160072	0.105591497641	HLA-C|HLA-B	http://amigo.geneontology.org/amigo/term/GO:0060337
positive regulation of NIK/NF-kappaB signaling	Gene Ontology	GO:1901224	2	66	0.0285329160072	0.105591497641	IL18R1|CD86	http://amigo.geneontology.org/amigo/term/GO:1901224
endocytic vesicle membrane	Gene Ontology	GO:0030666	2	66	0.0285329160072	0.105591497641	HLA-DRB1|HLA-DQA1	http://amigo.geneontology.org/amigo/term/GO:0030666
protein autophosphorylation	Gene Ontology	GO:0046777	3	170	0.0296765473069	0.105591497641	CAMK4|FLG|SIK2	http://amigo.geneontology.org/amigo/term/GO:0046777
chromatin binding	Gene Ontology	GO:0003682	5	443	0.0303205441247	0.105591497641	RERE|HDAC3|BCL6|SMARCE1|HDAC7	http://amigo.geneontology.org/amigo/term/GO:0003682
SMAD protein complex	Gene Ontology	GO:0071141	1	7	0.0304551352632	0.105591497641	SMAD3	http://amigo.geneontology.org/amigo/term/GO:0071141
transcription initiation from RNA polymerase III promoter	Gene Ontology	GO:0006384	1	7	0.0304551352632	0.105591497641	POLR3H	http://amigo.geneontology.org/amigo/term/GO:0006384
box C/D snoRNP complex	Gene Ontology	GO:0031428	1	7	0.0304551352632	0.105591497641	NHP2L1	http://amigo.geneontology.org/amigo/term/GO:0031428
positive regulation of receptor binding	Gene Ontology	GO:1900122	1	7	0.0304551352632	0.105591497641	PLCL1	http://amigo.geneontology.org/amigo/term/GO:1900122
locomotion involved in locomotory behavior	Gene Ontology	GO:0031987	1	7	0.0304551352632	0.105591497641	SLC25A46	http://amigo.geneontology.org/amigo/term/GO:0031987
Mre11 complex	Gene Ontology	GO:0030870	1	7	0.0304551352632	0.105591497641	RAD50	http://amigo.geneontology.org/amigo/term/GO:0030870
positive regulation of dendritic cell antigen processing and presentation	Gene Ontology	GO:0002606	1	7	0.0304551352632	0.105591497641	CCR7	http://amigo.geneontology.org/amigo/term/GO:0002606
protein deubiquitination involved in ubiquitin-dependent protein catabolic process	Gene Ontology	GO:0071947	1	7	0.0304551352632	0.105591497641	TNFAIP3	http://amigo.geneontology.org/amigo/term/GO:0071947
positive regulation of cellular protein localization	Gene Ontology	GO:1903829	1	7	0.0304551352632	0.105591497641	IQGAP1	http://amigo.geneontology.org/amigo/term/GO:1903829
aspartic endopeptidase activity, intramembrane cleaving	Gene Ontology	GO:0042500	1	7	0.0304551352632	0.105591497641	SPPL3	http://amigo.geneontology.org/amigo/term/GO:0042500
pancreatic juice secretion	Gene Ontology	GO:0030157	1	7	0.0304551352632	0.105591497641	AQP5	http://amigo.geneontology.org/amigo/term/GO:0030157
regulation of peptidyl-serine phosphorylation	Gene Ontology	GO:0033135	1	7	0.0304551352632	0.105591497641	PLCL1	http://amigo.geneontology.org/amigo/term/GO:0033135
transdifferentiation	Gene Ontology	GO:0060290	1	7	0.0304551352632	0.105591497641	SMAD3	http://amigo.geneontology.org/amigo/term/GO:0060290
galactose catabolic process	Gene Ontology	GO:0019388	1	7	0.0304551352632	0.105591497641	GLB1	http://amigo.geneontology.org/amigo/term/GO:0019388
negative regulation of monocyte differentiation	Gene Ontology	GO:0045656	1	7	0.0304551352632	0.105591497641	INPP5D	http://amigo.geneontology.org/amigo/term/GO:0045656
positive regulation of dendritic cell chemotaxis	Gene Ontology	GO:2000510	1	7	0.0304551352632	0.105591497641	CCR7	http://amigo.geneontology.org/amigo/term/GO:2000510
calcium-dependent protein serine/threonine kinase activity	Gene Ontology	GO:0009931	1	7	0.0304551352632	0.105591497641	CAMK4	http://amigo.geneontology.org/amigo/term/GO:0009931
negative regulation of dendritic cell apoptotic process	Gene Ontology	GO:2000669	1	7	0.0304551352632	0.105591497641	CCR7	http://amigo.geneontology.org/amigo/term/GO:2000669
phosphatidylcholine transporter activity	Gene Ontology	GO:0008525	1	7	0.0304551352632	0.105591497641	PITPNM2	http://amigo.geneontology.org/amigo/term/GO:0008525
negative regulation of chemokine-mediated signaling pathway	Gene Ontology	GO:0070100	1	7	0.0304551352632	0.105591497641	SH2B3	http://amigo.geneontology.org/amigo/term/GO:0070100
cellular hypotonic response	Gene Ontology	GO:0071476	1	7	0.0304551352632	0.105591497641	AQP5	http://amigo.geneontology.org/amigo/term/GO:0071476
positive regulation of autophagosome maturation	Gene Ontology	GO:1901098	1	7	0.0304551352632	0.105591497641	CLEC16A	http://amigo.geneontology.org/amigo/term/GO:1901098
alpha-beta T cell receptor complex	Gene Ontology	GO:0042105	1	7	0.0304551352632	0.105591497641	CD247	http://amigo.geneontology.org/amigo/term/GO:0042105
inositol metabolic process	Gene Ontology	GO:0006020	1	7	0.0304551352632	0.105591497641	ITPKA	http://amigo.geneontology.org/amigo/term/GO:0006020
positive regulation of phospholipase activity	Gene Ontology	GO:0010518	1	7	0.0304551352632	0.105591497641	FLG	http://amigo.geneontology.org/amigo/term/GO:0010518
AP-type membrane coat adaptor complex	Gene Ontology	GO:0030119	1	7	0.0304551352632	0.105591497641	AP5B1	http://amigo.geneontology.org/amigo/term/GO:0030119
extrinsic component of endoplasmic reticulum membrane	Gene Ontology	GO:0042406	1	7	0.0304551352632	0.105591497641	FAM105A	http://amigo.geneontology.org/amigo/term/GO:0042406
response to manganese ion	Gene Ontology	GO:0010042	1	7	0.0304551352632	0.105591497641	D2HGDH	http://amigo.geneontology.org/amigo/term/GO:0010042
Cdc73/Paf1 complex	Gene Ontology	GO:0016593	1	7	0.0304551352632	0.105591497641	RTF1	http://amigo.geneontology.org/amigo/term/GO:0016593
interleukin-6 receptor binding	Gene Ontology	GO:0005138	1	7	0.0304551352632	0.105591497641	IL6R	http://amigo.geneontology.org/amigo/term/GO:0005138
positive regulation of immunoglobulin production	Gene Ontology	GO:0002639	1	7	0.0304551352632	0.105591497641	IL13	http://amigo.geneontology.org/amigo/term/GO:0002639
vascular endothelial growth factor production	Gene Ontology	GO:0010573	1	7	0.0304551352632	0.105591497641	IL6R	http://amigo.geneontology.org/amigo/term/GO:0010573
negative regulation of interleukin-4 production	Gene Ontology	GO:0032713	1	7	0.0304551352632	0.105591497641	NDFIP1	http://amigo.geneontology.org/amigo/term/GO:0032713
positive regulation of T-helper 2 cell differentiation	Gene Ontology	GO:0045630	1	7	0.0304551352632	0.105591497641	CD86	http://amigo.geneontology.org/amigo/term/GO:0045630
negative regulation of inflammatory response to antigenic stimulus	Gene Ontology	GO:0002862	1	7	0.0304551352632	0.105591497641	HLA-DRB1	http://amigo.geneontology.org/amigo/term/GO:0002862
positive regulation of activation of Janus kinase activity	Gene Ontology	GO:0010536	1	7	0.0304551352632	0.105591497641	IL6R	http://amigo.geneontology.org/amigo/term/GO:0010536
SMAD protein complex assembly	Gene Ontology	GO:0007183	1	7	0.0304551352632	0.105591497641	SMAD3	http://amigo.geneontology.org/amigo/term/GO:0007183
protein phosphorylation	Gene Ontology	GO:0006468	5	451	0.0323536464924	0.109174401135	ITPKA|RUNX3|CAMK4|FLG|SIK2	http://amigo.geneontology.org/amigo/term/GO:0006468
positive regulation of protein ubiquitination	Gene Ontology	GO:0031398	2	72	0.0333298001131	0.109174401135	NDFIP1|HDAC3	http://amigo.geneontology.org/amigo/term/GO:0031398
positive regulation of protein catabolic process	Gene Ontology	GO:0045732	2	73	0.0341579343867	0.109174401135	NDFIP1|TNFAIP3	http://amigo.geneontology.org/amigo/term/GO:0045732
DNA duplex unwinding	Gene Ontology	GO:0032508	2	73	0.0341579343867	0.109174401135	RTEL1|RAD50	http://amigo.geneontology.org/amigo/term/GO:0032508
mRNA 3'-UTR binding	Gene Ontology	GO:0003730	2	73	0.0341579343867	0.109174401135	CSDC2|BOLL	http://amigo.geneontology.org/amigo/term/GO:0003730
metal ion transport	Gene Ontology	GO:0030001	1	8	0.0341966509391	0.109174401135	NDFIP1	http://amigo.geneontology.org/amigo/term/GO:0030001
GDP metabolic process	Gene Ontology	GO:0046710	1	8	0.0341966509391	0.109174401135	CARD11	http://amigo.geneontology.org/amigo/term/GO:0046710
regulation of defense response to virus by host	Gene Ontology	GO:0050691	1	8	0.0341966509391	0.109174401135	TNFAIP3	http://amigo.geneontology.org/amigo/term/GO:0050691
negative regulation of B cell apoptotic process	Gene Ontology	GO:0002903	1	8	0.0341966509391	0.109174401135	BCL6	http://amigo.geneontology.org/amigo/term/GO:0002903
mannose metabolic process	Gene Ontology	GO:0006013	1	8	0.0341966509391	0.109174401135	PMM1	http://amigo.geneontology.org/amigo/term/GO:0006013
paraxial mesoderm development	Gene Ontology	GO:0048339	1	8	0.0341966509391	0.109174401135	FLG	http://amigo.geneontology.org/amigo/term/GO:0048339
TORC1 signaling	Gene Ontology	GO:0038202	1	8	0.0341966509391	0.109174401135	CARD11	http://amigo.geneontology.org/amigo/term/GO:0038202
MHC class I peptide loading complex	Gene Ontology	GO:0042824	1	8	0.0341966509391	0.109174401135	ABCB9	http://amigo.geneontology.org/amigo/term/GO:0042824
epidermal cell differentiation	Gene Ontology	GO:0009913	1	8	0.0341966509391	0.109174401135	OVOL1	http://amigo.geneontology.org/amigo/term/GO:0009913
response to prostaglandin E	Gene Ontology	GO:0034695	1	8	0.0341966509391	0.109174401135	CCR7	http://amigo.geneontology.org/amigo/term/GO:0034695
mammary gland epithelial cell proliferation	Gene Ontology	GO:0033598	1	8	0.0341966509391	0.109174401135	STAT6	http://amigo.geneontology.org/amigo/term/GO:0033598
optic nerve development	Gene Ontology	GO:0021554	1	8	0.0341966509391	0.109174401135	SLC25A46	http://amigo.geneontology.org/amigo/term/GO:0021554
cytoplasmic sequestering of NF-kappaB	Gene Ontology	GO:0007253	1	8	0.0341966509391	0.109174401135	NFKBIA	http://amigo.geneontology.org/amigo/term/GO:0007253
heteromeric SMAD protein complex	Gene Ontology	GO:0071144	1	8	0.0341966509391	0.109174401135	SMAD3	http://amigo.geneontology.org/amigo/term/GO:0071144
