Target.id	Gene.symbol	Chromosome	Gene.name	Protein.name	Ensembl.id	UniProt.id	P_value	FDR.BH.	FDR.Bonferroni.	Relationship	Value	herb
SMTT02774	PTGIR	None	prostaglandin I2 receptor	Prostacyclin Receptor	ENSG00000160013	P43119	0.0175534	0.0584762	1	By_ingredient	0.4427	灵芝
SMTT02776	PTGS1	None	prostaglandin-endoperoxide synthase 1	Prostaglandin G/H Synthase 1	ENSG00000095303	P23219	0.967275	0.972989	1	By_ingredient	4.2582	灵芝
SMTT02777	PTGS2	None	prostaglandin-endoperoxide synthase 2	Prostaglandin G/H Synthase 2	ENSG00000073756	P35354	0.999975	1	1	By_ingredient	6.232	灵芝
SMTT02842	RB1	13	RB Transcriptional Corepressor 1	Retinoblastoma-associated Protein	ENSG00000139687	P06400	0.151295	0.177432	1	By_ingredient	0.3525	灵芝
SMTT02865	RELA	None	RELA proto-oncogene, NF-kB subunit	Transcription Factor P65	ENSG00000173039	Q04206	0.459653	0.491854	1	By_ingredient	0.8193	灵芝
SMTT02867	REN	1	Renin	Renin	ENSG00000143839	P00797	0.000458018	0.00942942	1	By_ingredient	0.7636	灵芝
SMTT02868	RENBP	None	renin binding protein	N-acylglucosamine 2-epimerase	ENSG00000102032	P51606	0.0135735	0.0315038	1	By_ingredient	0.1918	灵芝
SMTT02871	RET	10	Ret Proto-oncogene	RET Proto-oncogene	ENSG00000165731	O43519	0.0350182	0.0765773	1	By_ingredient	0.4154	灵芝
SMTT02881	RGR	10	Retinal G Protein Coupled Receptor	None	ENSG00000148604	None	0.0131005	0.0517903	1	By_ingredient	0.4686	灵芝
SMTT02886	RHO	3	Rhodopsin	Rhodopsin	ENSG00000163914	P08100	0.00467229	0.0352312	1	By_ingredient	0.733	灵芝
SMTT02969	RXRA	None	retinoid X receptor alpha	Retinoic Acid Receptor RXR-alpha	ENSG00000186350	P19793	0.823882	0.843055	1	By_ingredient	2.4358	灵芝
SMTT03005	SCN5A	3	Sodium Voltage-gated Channel Alpha Subunit 5	Sodium Channel Protein Type 5 Subunit Alpha	ENSG00000183873	Q14524	0.999196	0.999818	1	By_ingredient	0.9747	灵芝
SMTT03008	SCNN1A	12	Sodium Channel Epithelial 1 Alpha Subunit	Amiloride-sensitive Sodium Channel Subunit Alpha	ENSG00000111319	P37088	0.00526769	0.0371171	1	By_ingredient	0.4117	灵芝
SMTT03009	SCNN1B	16	Sodium Channel Epithelial 1 Beta Subunit	Amiloride-sensitive Sodium Channel Subunit Beta	ENSG00000168447	P51168	0.00287531	0.0287955	1	By_ingredient	0.4171	灵芝
SMTT03010	SCNN1G	16	Sodium Channel Epithelial 1 Gamma Subunit	Amiloride-sensitive Sodium Channel Subunit Gamma	ENSG00000166828	P51170	0.00398791	0.032859	1	By_ingredient	0.4068	灵芝
SMTT03185	SLC52A3	20	Solute Carrier Family 52 Member 3	None	ENSG00000101276	None	0.0417858	0.0832496	1	By_ingredient	0.2218	灵芝
SMTT03188	SLC5A5	19	Solute Carrier Family 5 Member 5	None	ENSG00000105641	None	0.000148559	0.00436306	1	By_ingredient	0.5844	灵芝
SMTT03189	SLC5A7	2	Solute Carrier Family 5 Member 7	None	ENSG00000115665	None	2.73809e-05	0.00126835	1	By_ingredient	0.6514	灵芝
SMTT03190	SLC6A1	3	Solute Carrier Family 6 Member 1	Sodium- And Chloride-dependent GABA Transporter 1	ENSG00000157103	P30531	0.0135735	0.0315038	1	By_ingredient	0.2878	灵芝
SMTT03193	SLC6A2	16	Solute Carrier Family 6 Member 2	Sodium-dependent Noradrenaline Transporter	ENSG00000103546	P23975	0.207056	0.234918	1	By_ingredient	2.5745	灵芝
SMTT03195	SLC6A3	5	Solute Carrier Family 6 Member 3	Sodium-dependent Dopamine Transporter	ENSG00000142319	Q01959	0.922651	0.933617	1	By_ingredient	0.9043	灵芝
SMTT03196	SLC6A4	None	solute carrier family 6 member 4	Sodium-dependent Serotonin Transporter	ENSG00000108576	P31645	0.716064	0.741919	1	By_ingredient	1.5327	灵芝
SMTT03256	SOD1	21	Superoxide Dismutase 1	Superoxide Dismutase [Cu-Zn]	ENSG00000142168	P00441	0.021723	0.0636027	1	By_ingredient	0.7107	灵芝
SMTT03354	SYK	None	spleen associated tyrosine kinase	Tyrosine-protein Kinase SYK	ENSG00000165025	P43405	0.0447725	0.0863096	1	By_ingredient	0.3592	灵芝
SMTT03408	TBXA2R	None	thromboxane A2 receptor	Thromboxane A2 Receptor	ENSG00000006638	P21731	0.0241636	0.0657853	1	By_ingredient	0.4311	灵芝
SMTT03459	TH	11	Tyrosine Hydroxylase	Tyrosine 3-monooxygenase	ENSG00000180176	P07101	0.174193	0.201042	1	By_ingredient	0.181	灵芝
SMTT03501	TNC	9	Tenascin C	None	ENSG00000041982	None	0.0135735	0.0315038	1	By_ingredient	0.1902	灵芝
SMTT03502	TNF	None	tumor necrosis factor	Tumor Necrosis Factor	ENSG00000232810	P01375	0.00436989	0.0342023	1	By_ingredient	1.6809	灵芝
SMTT03530	TP53	17	Tumor Protein P53	Cellular Tumor Antigen P53	ENSG00000141510	P04637	0.0212268	0.0631123	1	By_ingredient	1.3108	灵芝
SMTT03553	TRHR	8	Thyrotropin Releasing Hormone Receptor	Thyrotropin-releasing Hormone Receptor	ENSG00000174417	P34981	0.0200577	0.0612974	1	By_ingredient	0.4032	灵芝
SMTT03564	TRMT5	14	tRNA Methyltransferase 5	None	ENSG00000126814	None	0.0280543	0.0703419	1	By_ingredient	0.2295	灵芝
SMTT03590	TRPV1	None	transient receptor potential cation channel subfamily V member 1	Transient Receptor Potential Cation Channel Subfamily V Member 1	ENSG00000196689	Q8NER1	0.0787366	0.102744	1	By_ingredient	0.2124	灵芝
SMTT03701	VCAM1	None	vascular cell adhesion molecule 1	Vascular Cell Adhesion Protein 1	ENSG00000162692	P19320	0.327406	0.35808	1	By_ingredient	0.296	灵芝
SMTT03704	VCP	9	Valosin Containing Protein	Transitional Endoplasmic Reticulum ATPase	ENSG00000165280	P55072	0.0401723	0.0619329	1	By_ingredient	0.2129	灵芝
SMTT03708	VEGFA	None	vascular endothelial growth factor A	Vascular Endothelial Growth Factor A	ENSG00000112715	P15692	0.528907	0.560839	1	By_ingredient	0.6313	灵芝
SMTT03782	YWHAZ	None	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein zeta	14-3-3 Protein Zeta/delta	ENSG00000164924	P63104	0.0269635	0.0474433	1	By_ingredient	0.2666	灵芝
SMTT03896	CCR3	3	C-C Motif Chemokine Receptor 3	None	ENSG00000183625	P51677	0.0389836	0.0804595	1	By_ingredient	0.46	灵芝
SMTT03897	CCR4	3	C-C Motif Chemokine Receptor 4	None	ENSG00000183813	P51679	0.0319368	0.0739902	1	By_ingredient	0.4734	灵芝
SMTT03938	GCG	2	Glucagon	None	ENSG00000115263	P01275	0.00037815	0.00825967	1	By_ingredient	0.9188	灵芝
SMTT03952	FABP1	2	Fatty Acid Binding Protein 1	None	ENSG00000163586	P07148	0.0269635	0.0474433	1	By_ingredient	0.3838	灵芝
SMTT03958	FGF7	15	Fibroblast Growth Factor 7	None	ENSG00000140285	P21781	0.00398791	0.032859	1	By_ingredient	0.4328	灵芝
SMTT03962	GPR3	1	G Protein-coupled Receptor 3	None	ENSG00000181773	P46089	0.0141447	0.053676	1	By_ingredient	0.4476	灵芝
SMTT03980	GUCY2F	X	Guanylate Cyclase 2F, Retinal	None	ENSG00000101890	P51841	0.0269635	0.0474433	1	By_ingredient	0.2014	灵芝
SMTT04012	CX3CL1	16	C-X3-C Motif Chemokine Ligand 1	None	ENSG00000006210	P78423	0.00670974	0.0406536	1	By_ingredient	0.3838	灵芝
SMTT04014	NRF1	7	Nuclear Respiratory Factor 1	None	ENSG00000106459	Q16656	0.0319763	0.0619329	1	By_ingredient	0.3555	灵芝
SMTT04023	RBP2	3	Retinol Binding Protein 2	None	ENSG00000114113	P50120	0.0269635	0.0474433	1	By_ingredient	0.2247	灵芝
SMTT04026	OR1D2	17	Olfactory Receptor Family 1 Subfamily D Member 2	None	ENSG00000184166	P34982	0.0135735	0.0315038	1	By_ingredient	0.289	灵芝
SMTT04038	MAP2K5	15	Mitogen-activated Protein Kinase Kinase 5	None	ENSG00000137764	Q13163	0.0417858	0.0832496	1	By_ingredient	0.1973	灵芝
SMTT04078	TFAM	10	Transcription Factor A, Mitochondrial	None	ENSG00000108064	Q00059	0.0269635	0.0474433	1	By_ingredient	0.3712	灵芝
SMTT04090	SOD3	4	Superoxide Dismutase 3	None	ENSG00000109610	P08294	0.0660565	0.0894546	1	By_ingredient	0.1534	灵芝
SMTT04091	SP1	12	Sp1 Transcription Factor	None	ENSG00000185591	P08047	0.0269635	0.0474433	1	By_ingredient	0.3848	灵芝
SMTT04103	MDC1	6	Mediator Of DNA Damage Checkpoint 1	None	ENSG00000137337	Q14676	0.0417858	0.0832496	1	By_ingredient	0.1899	灵芝
SMTT04106	AHSA1	14	Activator Of HSP90 ATPase Activity 1	None	ENSG00000100591	O95433	0.279773	0.309389	1	By_ingredient	0.3294	灵芝
SMTT04124	SPHK1	17	Sphingosine Kinase 1	None	ENSG00000176170	Q9NYA1	0.00670974	0.0406536	1	By_ingredient	0.3885	灵芝
SMTT04127	PTGES	9	Prostaglandin E Synthase	None	ENSG00000148344	O14684	0.0319763	0.0739902	1	By_ingredient	0.3793	灵芝
SMTT04134	NCOR1	17	Nuclear Receptor Corepressor 1	None	ENSG00000141027	O75376	0.0161891	0.0568637	1	By_ingredient	0.3732	灵芝
SMTT04185	PBK	8	PDZ Binding Kinase	None	ENSG00000168078	Q96KB5	0.0350182	0.0765773	1	By_ingredient	0.3794	灵芝
SMTT04187	CUTA	6	CutA Divalent Cation Tolerance Homolog	None	ENSG00000112514	O60888	0.0269635	0.0474433	1	By_ingredient	0.1801	灵芝
SMTT04194	RETN	19	Resistin	None	ENSG00000104918	Q9HD89	0.0532025	0.0760135	1	By_ingredient	0.1661	灵芝
SMTT04198	CCNB1IP1	14	Cyclin B1 Interacting Protein 1	None	ENSG00000100814	Q9NPC3	0.0280543	0.0703419	1	By_ingredient	0.1818	灵芝
SMTT04231	PPARGC1B	5	PPARG Coactivator 1 Beta	None	ENSG00000155846	Q86YN6	0.0140059	0.0474433	1	By_ingredient	0.356	灵芝
SMTT04237	PLB1	2	Phospholipase B1	None	ENSG00000163803	Q6P1J6	0.00247687	0.0133276	1	By_ingredient	1.0342	灵芝
SMTT04239	ENPP7	17	Ectonucleotide Pyrophosphatase/phosphodiesterase 7	None	ENSG00000182156	Q6UWV6	0.0269635	0.0474433	1	By_ingredient	0.2021	灵芝
SMTT04244	NPS	10	Neuropeptide S	None	ENSG00000214285	P0C0P6	0.0185072	0.0595531	1	By_ingredient	0.3582	灵芝
SMTT04360	ACACB	None	acetyl-CoA carboxylase beta	None	ENSG00000076555	None	0.00670974	0.0406536	1	By_ingredient	0.3988	灵芝
SMTT04365	ACBD7	None	acyl-CoA binding domain containing 7	None	ENSG00000176244	None	0.0417858	0.0832496	1	By_ingredient	0.1699	灵芝
SMTT04369	ACKR3	None	atypical chemokine receptor 3	None	ENSG00000144476	None	0.0271337	0.0692226	1	By_ingredient	0.4427	灵芝
SMTT04406	ACTBL2	None	actin, beta like 2	None	ENSG00000169067	None	0.0161891	0.0568637	1	By_ingredient	0.3749	灵芝
SMTT04407	ACTL10	None	actin like 10	None	ENSG00000182584	None	0.0161891	0.0568637	1	By_ingredient	0.3642	灵芝
SMTT04408	ACTL6A	None	actin like 6A	None	ENSG00000136518	None	0.0161891	0.0568637	1	By_ingredient	0.3797	灵芝
SMTT04409	ACTL6B	None	actin like 6B	None	ENSG00000077080	None	0.0161891	0.0568637	1	By_ingredient	0.3734	灵芝
SMTT04410	ACTL7A	None	actin like 7A	None	ENSG00000187003	None	0.0161891	0.0568637	1	By_ingredient	0.3728	灵芝
SMTT04411	ACTL7B	None	actin like 7B	None	ENSG00000148156	None	0.0161891	0.0568637	1	By_ingredient	0.3845	灵芝
SMTT04412	ACTL8	None	actin like 8	None	ENSG00000117148	None	0.0161891	0.0568637	1	By_ingredient	0.3725	灵芝
SMTT04413	ACTL9	None	actin like 9	None	ENSG00000181786	None	0.0161891	0.0568637	1	By_ingredient	0.4001	灵芝
SMTT04414	ACTR10	None	actin related protein 10 homolog	None	ENSG00000131966	None	0.0161891	0.0568637	1	By_ingredient	0.3901	灵芝
SMTT04415	ACTR1A	None	ARP1 actin related protein 1 homolog A	None	ENSG00000138107	None	0.0319763	0.0739902	1	By_ingredient	0.3841	灵芝
SMTT04416	ACTR1B	None	ARP1 actin related protein 1 homolog B	None	ENSG00000115073	None	0.0262291	0.0680745	1	By_ingredient	0.3809	灵芝
SMTT04417	ACTR2	None	ARP2 actin related protein 2 homolog	None	ENSG00000138071	None	0.0161891	0.0568637	1	By_ingredient	0.3701	灵芝
SMTT04418	ACTR3	None	ARP3 actin related protein 3 homolog	None	ENSG00000115091	None	0.0161891	0.0568637	1	By_ingredient	0.3905	灵芝
SMTT04419	ACTR3B	None	ARP3 actin related protein 3 homolog B	None	ENSG00000133627	None	0.0161891	0.0568637	1	By_ingredient	0.3875	灵芝
SMTT04420	ACTR3C	None	ARP3 actin related protein 3 homolog C	None	ENSG00000106526	None	0.0161891	0.0568637	1	By_ingredient	0.3637	灵芝
SMTT04422	ACTR8	None	ARP8 actin related protein 8 homolog	None	ENSG00000113812	None	0.0161891	0.0568637	1	By_ingredient	0.3633	灵芝
SMTT04423	ACTRT1	None	actin related protein T1	None	ENSG00000123165	None	0.0161891	0.0568637	1	By_ingredient	0.3572	灵芝
SMTT04424	ACTRT2	None	actin related protein T2	None	ENSG00000169717	None	0.0161891	0.0568637	1	By_ingredient	0.3814	灵芝
SMTT04425	ACTRT3	None	actin related protein T3	None	ENSG00000184378	None	0.0161891	0.0568637	1	By_ingredient	0.3756	灵芝
SMTT04429	ADAL	None	adenosine deaminase like	None	ENSG00000168803	None	0.00287531	0.0287955	1	By_ingredient	0.4197	灵芝
SMTT04441	ADARB1	None	adenosine deaminase, RNA specific B1	None	ENSG00000197381	None	0.00193494	0.0232442	1	By_ingredient	0.4073	灵芝
SMTT04442	ADARB2	None	adenosine deaminase, RNA specific B2 (inactive)	None	ENSG00000185736	None	0.000199028	0.00534915	1	By_ingredient	0.4296	灵芝
SMTT04484	ADORA1	None	adenosine A1 receptor	None	ENSG00000163485	None	0.00540958	0.0377215	1	By_ingredient	0.5923	灵芝
SMTT04485	ADORA2B	None	adenosine A2b receptor	None	ENSG00000170425	None	0.00197939	0.0233139	1	By_ingredient	0.6338	灵芝
SMTT04522	AHCYL2	None	adenosylhomocysteinase like 2	None	ENSG00000158467	None	0.0417858	0.0832496	1	By_ingredient	0.2096	灵芝
SMTT04584	AMBP	None	alpha-1-microglobulin/bikunin precursor	None	ENSG00000106927	None	0.000591492	0.0112132	1	By_ingredient	0.4225	灵芝
SMTT04703	APLNR	None	apelin receptor	None	ENSG00000134817	None	0.0271337	0.0692226	1	By_ingredient	0.4203	灵芝
SMTT04846	ASIC1	None	acid sensing ion channel subunit 1	None	ENSG00000110881	None	0.00287531	0.0287955	1	By_ingredient	0.4344	灵芝
SMTT04847	ASIC2	None	acid sensing ion channel subunit 2	None	ENSG00000108684	None	0.00287531	0.0287955	1	By_ingredient	0.4024	灵芝
SMTT04848	ASIC3	None	acid sensing ion channel subunit 3	None	ENSG00000213199	None	0.00670974	0.0406536	1	By_ingredient	0.3913	灵芝
SMTT04849	ASIC4	None	acid sensing ion channel subunit family member 4	None	ENSG00000072182	None	0.00287531	0.0287955	1	By_ingredient	0.4189	灵芝
SMTT04850	ASIC5	None	acid sensing ion channel subunit family member 5	None	ENSG00000256394	None	0.00287531	0.0287955	1	By_ingredient	0.4115	灵芝
SMTT04930	ATP8A1	None	ATPase phospholipid transporting 8A1	None	ENSG00000124406	None	0.000591492	0.0112132	1	By_ingredient	0.4347	灵芝
SMTT04940	AVPR1A	None	arginine vasopressin receptor 1A	None	ENSG00000166148	None	0.0213797	0.0633116	1	By_ingredient	0.4352	灵芝
SMTT04941	AVPR1B	None	arginine vasopressin receptor 1B	None	ENSG00000198049	None	0.0131005	0.0517903	1	By_ingredient	0.4269	灵芝
SMTT04946	B3GALT5	None	beta-1,3-galactosyltransferase 5	None	ENSG00000183778	None	0.0417858	0.0832496	1	By_ingredient	0.1896	灵芝
SMTT04996	BDKRB1	None	bradykinin receptor B1	None	ENSG00000100739	None	0.0427783	0.0843771	1	By_ingredient	0.4082	灵芝
SMTT05065	BRS3	None	bombesin receptor subtype 3	None	ENSG00000102239	None	0.0131005	0.0517903	1	By_ingredient	0.4022	灵芝
SMTT05294	CCKAR	None	cholecystokinin A receptor	None	ENSG00000163394	None	0.0200577	0.0612974	1	By_ingredient	0.4411	灵芝
SMTT05295	CCKBR	None	cholecystokinin B receptor	None	ENSG00000110148	None	0.0213797	0.0633116	1	By_ingredient	0.4931	灵芝
SMTT05323	CCR9	None	C-C motif chemokine receptor 9	None	ENSG00000173585	None	0.0271337	0.0692226	1	By_ingredient	0.4051	灵芝
SMTT05515	CHDH	None	choline dehydrogenase	None	ENSG00000016391	None	0.0381672	0.0797663	1	By_ingredient	0.3692	灵芝
SMTT05524	CHKA	None	choline kinase alpha	None	ENSG00000110721	None	0.0417858	0.0832496	1	By_ingredient	0.2213	灵芝
SMTT05525	CHKB-CPT1B	None	CHKB-CPT1B readthrough (NMD candidate)	None	ENSG00000254413	None	0.0280543	0.0703419	1	By_ingredient	0.2234	灵芝
SMTT05595	CLEC2B	None	C-type lectin domain family 2 member B	None	ENSG00000110852	None	0.00398791	0.032859	1	By_ingredient	0.4101	灵芝
SMTT05657	CNR1	None	cannabinoid receptor 1	None	ENSG00000118432	None	0.0371537	0.0789173	1	By_ingredient	0.484	灵芝
SMTT05658	CNR2	None	cannabinoid receptor 2	None	ENSG00000188822	None	0.0408586	0.0825143	1	By_ingredient	0.4421	灵芝
SMTT05860	CXCR6	None	C-X-C motif chemokine receptor 6	None	ENSG00000172215	None	0.0271337	0.0692226	1	By_ingredient	0.4037	灵芝
SMTT06013	DGKD	None	diacylglycerol kinase delta	None	ENSG00000077044	None	0.0280543	0.0703419	1	By_ingredient	0.2192	灵芝
SMTT06046	DIMT1	None	DIM1 dimethyladenosine transferase 1 homolog	None	ENSG00000086189	None	0.0280543	0.0703419	1	By_ingredient	0.2153	灵芝
SMTT06371	EPO	None	erythropoietin	None	ENSG00000130427	None	0.00398791	0.032859	1	By_ingredient	0.3512	灵芝
SMTT06593	FFAR4	None	free fatty acid receptor 4	None	ENSG00000186188	None	0.0286885	0.0707008	1	By_ingredient	0.4326	灵芝
SMTT06763	GALR1	None	galanin receptor 1	None	ENSG00000166573	None	0.0271337	0.0692226	1	By_ingredient	0.4225	灵芝
SMTT06764	GALR2	None	galanin receptor 2	None	ENSG00000182687	None	0.0302896	0.072091	1	By_ingredient	0.4269	灵芝
SMTT06765	GALR3	None	galanin receptor 3	None	ENSG00000128310	None	0.0319368	0.0739902	1	By_ingredient	0.4139	灵芝
SMTT06788	GCGR	None	glucagon receptor	None	ENSG00000215644	None	0.0161891	0.0568637	1	By_ingredient	0.3559	灵芝
SMTT06837	GHRL	None	ghrelin and obestatin prepropeptide	None	ENSG00000157017	None	0.00117192	0.0172508	1	By_ingredient	0.3949	灵芝
SMTT06846	GIP	None	gastric inhibitory polypeptide	None	ENSG00000159224	None	0.0100615	0.0474436	1	By_ingredient	0.3626	灵芝
SMTT06849	GIPR	None	gastric inhibitory polypeptide receptor	None	ENSG00000010310	None	0.00398791	0.032859	1	By_ingredient	0.3218	灵芝
SMTT06868	GLP1R	None	glucagon like peptide 1 receptor	None	ENSG00000112164	None	0.0140059	0.0534848	1	By_ingredient	0.3509	灵芝
SMTT06869	GLP2R	None	glucagon like peptide 2 receptor	None	ENSG00000065325	None	0.00398791	0.032859	1	By_ingredient	0.3544	灵芝
SMTT06949	GPR119	None	G protein-coupled receptor 119	None	ENSG00000147262	None	0.0131005	0.0517903	1	By_ingredient	0.3962	灵芝
SMTT06950	GPR12	None	G protein-coupled receptor 12	None	ENSG00000132975	None	0.0131005	0.0517903	1	By_ingredient	0.4115	灵芝
SMTT06952	GPR135	None	G protein-coupled receptor 135	None	ENSG00000181619	None	0.0131005	0.0517903	1	By_ingredient	0.4146	灵芝
SMTT06954	GPR139	None	G protein-coupled receptor 139	None	ENSG00000180269	None	0.0131005	0.0517903	1	By_ingredient	0.4093	灵芝
SMTT06955	GPR142	None	G protein-coupled receptor 142	None	ENSG00000257008	None	0.0141447	0.053676	1	By_ingredient	0.3985	灵芝
SMTT06956	GPR148	None	G protein-coupled receptor 148	None	ENSG00000173302	None	0.0131005	0.0517903	1	By_ingredient	0.4125	灵芝
SMTT06958	GPR150	None	G protein-coupled receptor 150	None	ENSG00000178015	None	0.0131005	0.0517903	1	By_ingredient	0.3893	灵芝
SMTT06959	GPR151	None	G protein-coupled receptor 151	None	ENSG00000173250	None	0.0131005	0.0517903	1	By_ingredient	0.4057	灵芝
SMTT06961	GPR17	None	G protein-coupled receptor 17	None	ENSG00000144230	None	0.0447725	0.0863096	1	By_ingredient	0.3314	灵芝
SMTT06962	GPR173	None	G protein-coupled receptor 173	None	ENSG00000184194	None	0.0131005	0.0517903	1	By_ingredient	0.3996	灵芝
SMTT06963	GPR176	None	G protein-coupled receptor 176	None	ENSG00000166073	None	0.0131005	0.0517903	1	By_ingredient	0.4346	灵芝
SMTT06965	GPR19	None	G protein-coupled receptor 19	None	ENSG00000183150	None	0.0131005	0.0517903	1	By_ingredient	0.465	灵芝
SMTT06966	GPR21	None	G protein-coupled receptor 21	None	ENSG00000011454	None	0.0175534	0.0584762	1	By_ingredient	0.4119	灵芝
SMTT06967	GPR22	None	G protein-coupled receptor 22	None	ENSG00000172209	None	0.0131005	0.0517903	1	By_ingredient	0.4213	灵芝
SMTT06968	GPR26	None	G protein-coupled receptor 26	None	ENSG00000154478	None	0.0131005	0.0517903	1	By_ingredient	0.4179	灵芝
SMTT06969	GPR27	None	G protein-coupled receptor 27	None	ENSG00000170837	None	0.0131005	0.0517903	1	By_ingredient	0.4206	灵芝
SMTT06971	GPR37	None	G protein-coupled receptor 37	None	ENSG00000170775	None	0.0131005	0.0517903	1	By_ingredient	0.4587	灵芝
SMTT06972	GPR37L1	None	G protein-coupled receptor 37 like 1	None	ENSG00000170075	None	0.0131005	0.0517903	1	By_ingredient	0.4136	灵芝
SMTT06973	GPR39	None	G protein-coupled receptor 39	None	ENSG00000183840	None	0.0131005	0.0517903	1	By_ingredient	0.4647	灵芝
SMTT06975	GPR45	None	G protein-coupled receptor 45	None	ENSG00000135973	None	0.0131005	0.0517903	1	By_ingredient	0.4119	灵芝
SMTT06977	GPR52	None	G protein-coupled receptor 52	None	ENSG00000203737	None	0.0131005	0.0517903	1	By_ingredient	0.3952	灵芝
SMTT06979	GPR6	None	G protein-coupled receptor 6	None	ENSG00000146360	None	0.0131005	0.0517903	1	By_ingredient	0.3968	灵芝
SMTT06980	GPR61	None	G protein-coupled receptor 61	None	ENSG00000156097	None	0.0131005	0.0517903	1	By_ingredient	0.4034	灵芝
SMTT06981	GPR62	None	G protein-coupled receptor 62	None	ENSG00000180929	None	0.0131005	0.0517903	1	By_ingredient	0.3939	灵芝
SMTT06982	GPR63	None	G protein-coupled receptor 63	None	ENSG00000112218	None	0.0131005	0.0517903	1	By_ingredient	0.4028	灵芝
SMTT06983	GPR65	None	G protein-coupled receptor 65	None	ENSG00000140030	None	0.0200577	0.0612974	1	By_ingredient	0.4779	灵芝
SMTT06986	GPR78	None	G protein-coupled receptor 78	None	ENSG00000155269	None	0.0131005	0.0517903	1	By_ingredient	0.394	灵芝
SMTT06987	GPR83	None	G protein-coupled receptor 83	None	ENSG00000123901	None	0.0141447	0.053676	1	By_ingredient	0.4001	灵芝
SMTT06988	GPR84	None	G protein-coupled receptor 84	None	ENSG00000139572	None	0.0141447	0.053676	1	By_ingredient	0.4286	灵芝
SMTT06989	GPR85	None	G protein-coupled receptor 85	None	ENSG00000164604	None	0.0131005	0.0517903	1	By_ingredient	0.4575	灵芝
SMTT07034	GRPR	None	gastrin releasing peptide receptor	None	ENSG00000126010	None	0.0200577	0.0612974	1	By_ingredient	0.4634	灵芝
SMTT07137	HCRTR1	None	hypocretin receptor 1	None	ENSG00000121764	None	0.0200577	0.0612974	1	By_ingredient	0.4112	灵芝
SMTT07138	HCRTR2	None	hypocretin receptor 2	None	ENSG00000137252	None	0.0200577	0.0612974	1	By_ingredient	0.4032	灵芝
SMTT07204	HLA-C	None	major histocompatibility complex, class I, C	None	ENSG00000204525	None	0.0482217	0.0893031	1	By_ingredient	0.3691	灵芝
SMTT07210	HLA-F	None	major histocompatibility complex, class I, F	None	ENSG00000204642	None	0.00670974	0.0406536	1	By_ingredient	0.4036	灵芝
SMTT07211	HLA-G	None	major histocompatibility complex, class I, G	None	ENSG00000204632	None	0.0414199	0.0830129	1	By_ingredient	0.3849	灵芝
SMTT07235	HNRNPD	None	heterogeneous nuclear ribonucleoprotein D	None	ENSG00000138668	None	0.00193494	0.0232442	1	By_ingredient	0.4234	灵芝
